,0
0,4.300000190734863
1,6.0
2,6.300000190734863
3,6.5
4,6.5
5,7.0
6,7.5
7,7.800000190734863
8,8.0
9,9.5
10,10.0
11,10.300000190734863
12,10.600000381469727
13,11.199999809265137
14,11.300000190734863
15,11.600000381469727
16,11.899999618530273
17,12.0
18,12.0
19,13.0
20,13.0
21,13.100000381469727
22,13.5
23,14.0
24,14.199999809265137
25,15.0
26,15.0
27,15.0
28,15.0
29,15.0
30,15.5
31,16.0
32,16.0
33,16.0
34,16.5
35,17.0
36,17.0
37,17.0
38,17.0
39,19.5
40,20.5
41,21.5
42,22.0
43,22.0
