,0
0,1.2617721557617188
1,2.450434446334839
2,0.5634927749633789
3,1.0591816902160645
4,1.6035246849060059
5,6.351470947265625
6,5.311134338378906
7,4.170801162719727
8,5.254421234130859
9,4.548603057861328
10,5.168188095092773
11,39.68721389770508
12,3.9400100708007812
13,0.20090484619140625
14,5.159252166748047
15,55.40230178833008
16,17.50585174560547
17,45.24242401123047
18,35.09992599487305
19,7.0536041259765625
20,64.03984069824219
21,16.279067993164062
22,18.3924560546875
23,79.13287353515625
24,13.12152099609375
25,97.59242248535156
26,15.523101806640625
27,65.89955139160156
28,68.90977478027344
29,116.29960632324219
30,44.22236633300781
31,20.89459228515625
32,46.028778076171875
33,29.051239013671875
34,91.36848449707031
35,5.1854095458984375
36,116.78451538085938
37,37.037872314453125
38,16.56109619140625
39,53.36419677734375
40,61.00860595703125
41,50.84454345703125
42,161.9701690673828
43,130.58221435546875
