,0
0,1.8751296997070312
1,5.9639129638671875
2,3.393021583557129
3,0.7022800445556641
4,0.2124767303466797
5,0.8035659790039062
6,3.143617630004883
7,1.2968826293945312
8,0.5596179962158203
9,4.155683517456055
10,0.7883834838867188
11,0.49120521545410156
12,1.0535144805908203
13,0.8082427978515625
14,1.7025566101074219
15,0.5070762634277344
16,2.754119873046875
17,0.9461021423339844
18,1.6458168029785156
19,2.9284725189208984
20,0.07293701171875
21,0.943023681640625
22,0.4243030548095703
23,5.2481231689453125
24,2.954843521118164
25,0.7375354766845703
26,1.7656269073486328
27,0.34887123107910156
28,0.07497596740722656
29,2.1440677642822266
30,0.7498340606689453
31,0.05733299255371094
32,0.47821044921875
33,0.2228679656982422
34,4.078765869140625
35,0.7414646148681641
36,0.3594207763671875
37,3.5649032592773438
38,5.723039627075195
39,0.6333560943603516
40,0.35437774658203125
41,5.4007568359375
42,7.462921142578125
43,7.756065368652344
