,0
0,4.261772155761719
1,6.250434398651123
2,5.263492584228516
3,4.9408183097839355
4,4.896475315093994
5,18.851470947265625
6,22.311134338378906
7,22.07080078125
8,23.154420852661133
9,23.148603439331055
10,19.7318115234375
11,65.48721313476562
12,31.240009307861328
13,27.59909439086914
14,34.65925216674805
15,95.20230102539062
16,67.10585021972656
17,102.24242401123047
18,43.00007247924805
19,89.05360412597656
20,149.0398406982422
21,112.27906799316406
22,149.29244995117188
23,246.23287963867188
24,193.02151489257812
25,283.8924255371094
26,171.87689208984375
27,124.10044860839844
28,265.1097717285156
29,312.599609375
30,253.02236938476562
31,239.39459228515625
32,266.0287780761719
33,250.55123901367188
34,319.1684875488281
35,224.4145965576172
36,349.2845153808594
37,220.5621337890625
38,275.9610900878906
39,265.0357971191406
40,259.0914001464844
41,271.7554626464844
42,175.1298370361328
43,224.81777954101562
